"id","type","title","director","cast","country","data_added","release_year","rating","duration","duration_units","genre","plot","score","google_language","google_genre","google_plot"
"s83","TV Show","Lucifer","","Tom Ellis, Lauren German, Kevin Alejandro, D.B. Woodside, Lesley-Ann Brandt, Scarlett Estevez, Rachael Harris, Aimee Garcia, Tricia Helfer, Tom Welling, Jeremiah W. Birkett, Pej Vahdat, Michael Gladis","United States",2021-09-10,2021,"TV-14",6,"Seasons","Crime TV Shows, TV Comedies, TV Dramas","Bored with being the Lord of Hell, the devil relocates to Los Angeles, where he opens a nightclub and forms a connection with a homicide detective.",95,"present","present","Based on characters created by Neil Gaiman, Sam Kieth and Mike Dringenberg, this series follows Lucifer, the original fallen angel, who has become dissatisfied with his life in hell. After abandoning his throne and retiring to Los Angeles, Lucifer indulges in his favorite things (women, wine and song) -- until a murder takes place outside of his upscale nightclub. For the first time in billions of years, the murder awakens something unfamiliar in Lucifer's soul that is eerily similar to compassion and sympathy. Lucifer is faced with another surprise when he meets an intriguing homicide detective named Chloe, who appears to possess an inherent goodness -- unlike the worst of humanity, to which he is accustomed. Suddenly, Lucifer starts to wonder if there is hope for his soul.â€¦\xa0MORE"
"s84","TV Show","Metal Shop Masters","","Jo Koy","",2021-09-10,2021,"TV-MA",1,"Season","Reality TV","On this competition show, a group of metal artists torch, cut and weld epic, badass creations from hardened steel. Only one will win a $50,000 prize.",61,"absent","absent","Seven of America's top welding legends battle for the title of Metal Shop Master."
"s87","Movie","Prey","Thomas Sieben","David Kross, Hanno Koffler, Maria Ehrich, Robert Finster, Yung Ngo, Klaus Steinbacher, Livia Matthes, Nellie Thalbach","",2021-09-10,2021,"TV-MA",87,"min","International Movies, Thrillers","A hiking trip into the wild turns into a desperate bid for survival for five friends on the run from a mysterious shooter.",87,"absent","absent","A skilled Comanche warrior protects her tribe from a highly evolved alien predator that hunts humans for sport, fighting against wilderness, dangerous colonisers and this mysterious creature to keep her people safe."
"s131","Movie","Barbie Big City Big Dreams","Scott Pleydell-Pearce","America Young, Amber May, Giselle Fernandez, Alejandro Saab, Dinora Walcott","",2021-09-01,2021,"TV-Y",63,"min","Children & Family Movies, Music & Musicals","At a summer performing arts program in New York City, Barbie from Malibu meets Barbie from Brooklyn, and the two become fast friends.",72,"absent","absent","Barbie swaps the sunny shores of Malibu for the bright lights of Broadway to attend an exclusive summer performing arts programme and meets Barbie. The two friends soon discover they share more than a name."
"s148","TV Show","How to Be a Cowboy","","","",2021-09-01,2021,"TV-PG",1,"Season","Reality TV","Dale Brisby uses social media savvy and rodeo skills to keep cowboy traditions alive — and now he's teaching the world how to cowboy right, ol' son.",85,"absent","absent","Dale Brisby keeps cowboy traditions alive through the power of social media and rodeo skills; now, he's teaching the world how to be a cowboy the right way."
"s182","TV Show","Turning Point: 9/11 and the War on Terror","","","",2021-09-01,2021,"TV-14",1,"Season","Docuseries","This unflinching series documents the 9/11 terrorist attacks, from Al Qaeda's roots in the 1980s to America's response, both at home and abroad.",90,"present","present","Chronicling events of Sept. 11, 2001, with interviews from administration officials, ex-CIA members, U.S. veterans, Afghanistan National Army soldiers, Taliban commanders, Afghan government officials, Afghan warlords, Afghan civilians and survivors."
"s903","TV Show","Mine","","Lee Bo-young, Kim Seo-hyung, Lee Hyun-wook, Ok Ja-yeon, Cha Hak-yeon, Jeong E-suh, Park Hyuk-kwon, Park Won-sook","South Korea",2021-05-09,2021,"TV-14",1,"Season","International TV Shows, TV Dramas","Encaged in a gold-clad life of secrets and lies, two women in a conglomerate family seek to topple all that stands in their way of finding true joy.",72,"absent","absent","After botching an assassination attempt, sniper Mike Stevens escapes into the desert but steps on a mine. He must stay in the same spot for 52 hours awaiting rescue while facing the harsh conditions."
"s904","Movie","Nayattu","Martin Prakkat","Kunchacko Boban, Joju George, Nimisha Sajayan, Jaffer Idukki, Yama Gilgamesh, Anil Nedumangad, Dineesh P, Vinod Sagar","India",2021-05-09,2021,"TV-MA",122,"min","Dramas, International Movies, Thrillers","Three police officers become pawns for unscrupulous lawmakers when they are framed in an incident amid political elections and must flee to evade arrest.",89,"absent","absent","Three police officers go on the run after being framed for a crime by corrupt officials. Against the backdrop of dirty politics and bureaucracy, they strive to avoid being arrested."
"s906","Movie","Super Me","Zhang Chong","Darren Wang, Song Jia, Cao Bingkun, Wu Gang, Chin Shih-chieh, Wang Ziyi, Kevin Lee","China",2021-05-08,2021,"TV-14",104,"min","Action & Adventure, Dramas, International Movies","A struggling screenwriter discovers his lucrative ability to bring antiques from his dreams into the real world — but his new life soon unravels.",49,"present","absent","A struggling screenwriter discovers his lucrative ability to bring antiques from his dreams into the real world -- but his new life soon unravels."
"s909","TV Show","Jupiter's Legacy","","Josh Duhamel, Ben Daniels, Leslie Bibb, Andrew Horton, Elena Kampouris, Matt Lanter, Mike Wade, Tenika Davis, Ian Quinlan, David Julian Hirsh, Tyler Mane","United States",2021-05-07,2021,"TV-MA",1,"Season","TV Action & Adventure, TV Sci-Fi & Fantasy","They're the first generation of superheroes. But as they pass the torch to their children, tensions are rising — and the old rules no longer apply.",72,"present","present","The super-powered children of superheroes struggle to live up to the legendary feats of their parents."
"s919","TV Show","Lava Ka Dhaava","","Jaaved Jaaferi, Rutledge Wood","India",2021-05-05,2021,"TV-PG",1,"Season","Reality TV","Actor Jaaved Jaafferi brings his signature humor to this Hindi dubbing of the show where teams creatively navigate rooms flooded with make-believe lava.",42,"present","absent","Javed Jaffrey brings his signature humour to this game show, in which teams navigate rooms flooded with make-believe lava."
"s920","TV Show","The Sons of Sam: A Descent into Darkness","Joshua Zeman","","United States",2021-05-05,2021,"TV-MA",1,"Season","Crime TV Shows, Docuseries","The Son of Sam case grew into a lifelong obsession for journalist Maury Terry, who became convinced that the murders were linked to a satanic cult.",80,"present","present","Author Maury Terry becomes convinced that serial killer David Berkowitz did not act alone and tries to prove that the web of darkness behind the Son of Sam murders goes deeper than anyone imagined -- and his investigation costs him everything."
"s924","TV Show","Trash Truck","","Henry Keane, Glen Keane, Lucas Neff, Brian Baumgartner, Jackie Loeb, Olive Keane","",2021-05-04,2021,"TV-Y",2,"Seasons","Kids' TV","Six-year old Hank and his best pal, a giant trash truck, explore the world around them on fantastical adventures with their animal friends.",76,"present","absent","Six-year-old Hank and his best pal, a giant trash truck, go on lots of adventures, from learning how to fly to going to the movies."
"s827","Movie","Bo Burnham: Inside","Bo Burnham","Bo Burnham","United States",2021-05-30,2021,"TV-MA",88,"min","Stand-Up Comedy","A new comedy special shot and performed by Bo Burnham, alone, over the course of the past year.",97,"absent","absent","Comedian Bo Burnham shoots and performs a comedy special over the course of a year, all alone, with no crew or audience."
"s828","Movie","One Lagos Night","Ekene Som Mekwunye","Frank Donga, Gold Ikponmwosa, Ali Nuhu, Eniola Badmus, Ogbolor, Genoveva Umeh, Gbubemi Ejeye, Ajayi Akorede, Serge Noujaim","",2021-05-29,2021,"TV-14",103,"min","Comedies, International Movies","A desperate man attempts to burglarize the home of a wealthy woman, but finds himself face-to-face with a crew of armed robbers who have the same idea.",62,"absent","absent","A desperate man attempts to burglarize the home of a wealthy woman but finds himself face to face with a crew of armed robbers who has the same idea."
"s830","Movie","Dog Gone Trouble","Kevin Johnson","Big Sean, Pamela Adlon, Lucy Hale, Marissa Jaret Winokur, Wilmer Valderrama, Joel McHale, Seth Rollins, Damon Wayans Jr., Olivia Holt, Carlos PenaVega","",2021-05-28,2021,"TV-Y7",88,"min","Children & Family Movies, Comedies","The privileged life of a pampered dog named Trouble is turned upside-down when he gets lost and must learn to survive on the big-city streets.",69,"absent","absent","A pampered dog named Trouble must learn to live in the real world while trying to escape from his former owner's greedy children."
"s831","TV Show","The Kominsky Method","","Michael Douglas, Alan Arkin, Sarah Baker, Nancy Travis, Susan Sullivan, Lisa Edelstein, Emily Osment, Graham Rogers, Jenna Lyng Adams, Ashleigh LaThrop, Melissa Tang, Casey Thomas Brown, Ann-Margret, Danny DeVito","United States",2021-05-28,2021,"TV-MA",3,"Seasons","TV Comedies, TV Dramas","Acting coach Sandy Kominsky and best friend Norman Newlander keep each other laughing as they navigate the ups and downs of getting older.",92,"absent","present","He may be in his twilight years, but aging acting coach Sandy Kominsky isn't ready to ride off into the sunset just yet. The once-famous Kominsky and his longtime agent, Norman Newlander, keep each other laughing as they tackle the curveballs that life throws at them while navigating their later years in Los Angeles, a city that values youth and beauty. The Netflix original sitcom has a strong Hollywood pedigree; it was created by multiple Emmy winner Chuck Lorre and stars Oscar winners Michael Douglas and Alan Arkin as Kominsky and Newlander, respectively.â€¦\xa0MORE"
"s832","TV Show","The Least Expected Day: Inside the Movistar Team 2019","José Larraza, Marc Pons","","",2021-05-28,2021,"TV-MA",2,"Seasons","Docuseries, International TV Shows, Spanish-Language TV Shows","Pro cycling’s Movistar Team sets their sights on victory while on the road as they face challenges, controversy and internal conflict.",80,"absent","absent","Pro cycling's Movistar Team sets their sights on victory while on the road as they face challenges, controversy and internal conflict."
"s833","TV Show","Word of Honor","Gary Sing","Zhang Zhehan, Gong Jun, Zhou Ye, Asher Ma, Sun Xilun, Chen Zihan, Rolling Wang, Zhang Yonggang, Li Daikun, Huang Youming, Damon Guo","",2021-05-28,2021,"TV-14",1,"Season","International TV Shows, TV Action & Adventure, TV Dramas","A disillusioned royal magistrate sets out for the martial arts world, where he encounters a bosom friend and becomes entangled in a conspiracy.",92,"absent","present","The disillusioned leader of a royal praetorian secret service takes drastic measures to leave his former life behind and enter the world of martial arts."
"s834","TV Show","Black Space","","Guri Alfi, Shai Avivi, Assi Levy, Reut Alush, Meirav Shirom, Yoav Rotman, Liana Ayoun, Noam Karmeli, Hadas Jade Sakori, Yehonatan Vilozny, Gily Itskovitch, Oneg Efron, Suzanna Papian, Ori Biton, Nir Hasdai, Leib Lev Levin, Eyal Shikratzi","Israel",2021-05-27,2021,"TV-MA",1,"Season","Crime TV Shows, International TV Shows, TV Dramas","A rogue detective with unorthodox means leads an investigation into a massacre committed by unicorn mask-wearing assassins at an Israeli high school.",73,"present","absent","A rogue detective with unorthodox means leads an investigation into a massacre committed by unicorn mask-wearing assassins at an Israeli high school."
