"id","type","title","data_added","release_year","rating","duration","duration_units","plot","score","google_language","google_genre","google_plot"
"s853","Movie","99 Songs (Telugu)","2021-05-21",2021,"TV-14",131,"min","Challenged to compose 100 songs before he can marry the girl he loves, a tortured but passionate singer-songwriter embarks on a poignant musical journey.",59,"present","absent","A musician must compose 100 songs in order to reunite with his lover. However, his journey of heartbreak, redemption, loss and faith allows him to discover much more than love."
"s854","Movie","Army of the Dead","2021-05-21",2021,"R",148,"min","After a zombie outbreak in Las Vegas, a group of mercenaries takes the ultimate gamble by venturing into the quarantine zone for the greatest heist ever.",68,"absent","absent","After a zombie outbreak in Las Vegas, a group of mercenaries take the ultimate gamble and venture into the quarantine zone in hopes of pulling off an impossible heist."
"s856","TV Show","Jurassic World Camp Cretaceous","2021-05-21",2021,"TV-Y7",3,"Seasons","Six teens invited to attend a state-of-the-art adventure camp on Isla Nublar must band together to survive when the dinosaurs break out of captivity.",89,"present","present","Teens attending an adventure camp on the opposite side of Isla Nublar must band together to survive when dinosaurs wreak havoc on the island."
"s858","TV Show","The Neighbor","2021-05-21",2021,"TV-MA",2,"Seasons","Self-centered Javier's life gets a bit messy when he unexpectedly becomes a superhero – and his recent ex is tasked with uncovering his identity.",60,"absent","absent","A middle-aged man, Mike, feels trapped in a stagnant, unhappy marriage. When an attractive young woman and her husband move in next door, Mike becomes obsessed with them, believing the husband to be abusive and violent."
"s863","TV Show","Special","2021-05-20",2021,"TV-MA",2,"Seasons","A young gay man with cerebral palsy branches out from his insular existence in hopes of finally going after the life he wants.",84,"absent","absent","Actor-writer Ryan O\'Connell stars in this semi-autobiographical series based on his memoir. He plays Ryan, a gay man with cerebral palsy who decides to do away with his identity as an accident victim and go after the life that he wants. After years of dead-end internships, blogging in his pajamas and mainly communicating through text, Ryan figures out how to take his life from bleak to chic as he gets ready to start limping toward adulthood. O\'Connell serves as an executive producer on the comedy series, along with ""The Big Bang Theory"" star Jim Parsons.â€¦\xa0MORE"
"s870","TV Show","Who Killed Sara?","2021-05-19",2021,"TV-MA",2,"Seasons","Hell-bent on exacting revenge and proving he was framed for his sister's murder, Álex sets out to unearth much more than the crime's real culprit.",88,"present","present","After being framed for his sister's murder, Alex is hell-bent on exacting revenge and finding the real culprit."
"s871","Movie","Amy Tan: Unintended Memoir","2021-05-18",2021,"TV-14",101,"min","From her painful past to her successful career after ""The Joy Luck Club,"" groundbreaking writer Amy Tan shares her life story in this documentary.",84,"absent","absent","From her painful past to her successful career after The Joy Luck Club, groundbreaking writer Amy Tan shares her life story."
"s872","Movie","Sardar Ka Grandson","2021-05-18",2021,"TV-14",140,"min","A devoted grandson’s mission to reunite his ailing grandmother with her ancestral home turns into a complicated, comic cross-border affair.",59,"present","absent","When Amreek discovers that his grandmother, Sardar Kaur, is ill, he immediately comes home from Los Angeles. He then tries to help her reunite with her old home."
"s874","Movie","Ahaan","2021-05-15",2021,"TV-MA",81,"min","Jilted by his wife, a man with OCD finds eye-opening common ground and camaraderie with his neighbor, a young man with Down Syndrome.",68,"present","absent","A self-indulgent man with OCD is jilted by his wife and finds eye-opening common ground and camaraderie with his neighbour, a young man with Down syndrome."
"s875","TV Show","Booba: Food Puzzle","2021-05-15",2021,"TV-Y",1,"Season","Curious Booba is now a chef! With friends Loola and Spike, he creates tasty treats with delightful designs using fruits, vegetables and other food.",58,"absent","absent","In a cozy kitchen, Booba is a chef and co-hosting a cooking show. As usual, Booba is curious, impetuous, and has a wild imagination. Together with his friends Loola and Spike, Booba will show how to make funky and tasty dishes."
"s878","Movie","Cinema Bandi","2021-05-14",2021,"TV-MA",99,"min","A struggling rickshaw driver’s life takes a rollicking turn when he comes upon an expensive camera and decides to make a film with his fellow villagers.",89,"present","absent","A struggling rickshaw driver's life takes a rollicking turn when he comes upon an expensive camera and decides to make a film with his fellow villagers."
"s881","TV Show","Haunted","2021-05-14",2021,"TV-MA",3,"Seasons","Real people sit down with friends and family to share terrifying true stories from their past, re-created through chilling re-enactments.",71,"present","present","This reality series, which comes from the producers of ""The Purge"" and ""Lore,"" provides viewers with a chilling glimpse into first-person accounts of supernatural events. People who have witnessed horrifying, peculiar or extraordinary events tell their tales, which include how the unexplained phenomena continue to haunt them. Stories include a boy who is haunted by visions of a woman hanging in his closet and sisters who grew up in a real-life house of horrors with a sadistic father who did unspeakable things.â€¦\xa0MORE"
"s882","Movie","I Am All Girls","2021-05-14",2021,"TV-MA",107,"min","A relentless detective finds common ground with a killer systematically targeting the perpetrators running a powerful child-trafficking ring.",78,"present","absent","A relentless detective finds common ground with a killer systematically targeting the perpetrators running a powerful child-trafficking ring."
"s883","Movie","Jungle Beat: The Movie","2021-05-14",2021,"TV-Y7",90,"min","When a lost and lonely alien crash-lands on Earth, his new crew of talking animal friends helps him get back home — and try to save the world!",53,"absent","absent","A homesick alien crash-lands his spaceship near the colourful African jungle. His new animal friends need to get him back to his ship and teach him about friendship and fun before his Space-Conqueror father can take over the planet."
"s884","TV Show","Love, Death & Robots","2021-05-14",2021,"TV-MA",2,"Seasons","Terrifying creatures, wicked surprises and dark comedy converge in this NSFW anthology of animated stories presented by Tim Miller and David Fincher.",94,"absent","absent","This collection of animated short stories spans several genres, including science fiction, fantasy, horror and comedy. World-class animation creators bring captivating stories to life in the form of a unique and visceral viewing experience. The animated anthology series includes tales that explore alternate histories, life for robots in a post-apocalyptic city and a plot for world domination by super-intelligent yogurt. Among the show's executive producers is Oscar-nominated director David Fincher.â€¦\xa0MORE"
"s885","TV Show","Move to Heaven","2021-05-14",2021,"TV-MA",1,"Season","Finding life in all that’s left behind, a detail-oriented trauma cleaner and his estranged uncle deliver untold stories of the departed to loved ones.",94,"present","present","A young man with Asperger syndrome and his uncle work as trauma cleaners, clearing out the possessions of dead people, uncovering the stories they left behind and telling them to loved ones."
"s890","Movie","The Woman in the Window","2021-05-14",2021,"R",102,"min","Confined to her home by agoraphobia, a psychologist becomes obsessed with her new neighbors — and solving a brutal crime she witnesses from her window.",59,"absent","absent","Agoraphobic Dr. Anna Fox witnesses something she shouldn't while keeping tabs on the Russell family, the seemingly picture perfect clan that lives across the way."
